Timestamp(s),PIR_State,mmWave_State
348.66,1,1
348.86,1,1
349.06,1,1
349.26,1,1
349.46,1,1
349.66,1,1
349.86,1,1
350.07,1,1
350.27,1,1
350.47,1,1
350.67,1,1
350.87,1,1
351.07,1,1
351.27,1,1
351.46,1,1
351.66,1,1
351.86,1,1
352.06,1,1
352.26,1,1
352.46,1,1
352.67,1,1
352.86,1,1
353.06,1,1
353.26,1,1
353.46,1,1
353.66,1,1
353.86,1,1
354.07,1,1
354.27,1,1
354.46,1,1
354.66,1,1
354.87,1,1
355.07,1,1
355.27,1,1
355.47,1,1
355.66,1,1
355.86,1,1
356.06,1,1
356.26,1,1
356.46,1,1
356.66,1,1
356.86,1,1
357.06,1,1
357.26,1,1
357.46,1,1
357.66,1,1
357.86,1,1
358.06,1,1
358.26,1,1
358.47,1,1
358.66,1,1
358.86,1,1
359.07,1,1
359.27,1,1
359.47,1,1
359.67,1,1
359.86,1,1
