Timestamp(s),PIR_State,mmWave_State
346.74,1,1
346.94,1,1
347.14,1,1
347.33,1,1
347.53,1,1
347.74,1,1
347.94,1,1
348.13,1,1
348.33,1,1
348.54,1,1
348.74,1,1
348.94,1,1
349.14,1,1
349.34,1,1
349.54,1,1
349.74,1,1
349.93,1,1
350.13,1,1
350.33,1,1
350.53,1,1
350.74,1,1
350.93,1,1
351.14,1,1
351.34,1,1
351.54,1,1
351.74,1,1
351.94,1,1
352.13,1,1
352.33,1,1
352.53,1,1
352.73,1,1
352.93,1,1
353.14,1,1
353.33,1,1
353.54,1,1
353.74,1,1
353.94,1,1
354.13,1,1
354.33,1,1
354.54,1,1
354.74,1,1
354.94,1,1
355.14,1,1
355.34,1,1
355.53,1,1
355.73,1,1
355.93,1,1
356.13,1,1
356.33,1,1
356.53,1,1
356.73,1,1
356.93,1,1
357.14,1,1
357.34,1,1
357.54,1,1
357.73,1,1
357.93,1,1
358.13,1,1
358.33,1,1
358.53,1,1
358.73,1,1
358.94,1,1
359.14,1,1
359.33,1,1
359.53,1,1
359.73,1,1
359.93,1,1
